更新时间,#genre#
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40$订阅源
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40$订阅源

🎥咪咕直播,#genre#

🏀体育频道,#genre#
CCTV-5,http://122.9.151.210:8088/rtp/238.255.2.134:5999$组播源
CCTV-5,http://122.9.151.210:887/rtp/238.255.2.134:5999$组播源
CCTV-5,http://122.9.151.210:6209/rtp/238.255.2.134:5999$组播源
CCTV-5+,http://122.9.151.210:887/rtp/238.255.2.185:5999$组播源
CCTV-5+,http://122.9.151.210:2498/rtp/238.255.2.185:5999$组播源
CCTV-5+,http://122.9.151.210:2693/rtp/238.255.2.185:5999$组播源
广东体育,http://120.77.205.62:8087/rtp/239.77.1.97:5146$组播源
广东体育,http://120.77.205.62:8087/rtp/239.77.0.112:5146$组播源
广东体育,http://120.77.205.62:8087/rtp/239.77.0.168:5146$组播源
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40$订阅源
纬来体育,http://50.7.238.114:8278/videolandsport/playlist.m3u8?tid=MF0F9609085796090857&ct=19254&tsum=6bf853a68e195475b4892428199568c7$订阅源
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8$订阅源
五星体育,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/2000000002000000007/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000007&livemode=1&stbId=3$订阅源
五星体育,http://61.173.144.157:9901/tsfile/live/1010_1.m3u8$订阅源|1920x1080
五星体育,http://61.173.144.157:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
体育赛事,http://123.56.129.203:2244/rtp/225.1.8.81:8176$北京电信组播源
劲爆体育,http://z.b.bkpcp.top/m.php?id=jbty$订阅源|1920x1080
超级体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000009601/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=no$订阅源
超级体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000009601/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=3$订阅源
精品体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000004000014634/1.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=3$订阅源
精品体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000004000014634/index.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=no$订阅源
精品体育,http://dl.wifi942.com:66/jsyd/jsyd.php?id=GITV-JS-65$订阅源
广州竞赛,http://120.77.205.62:8087/rtp/239.253.43.70:5146$组播源
广州竞赛,http://120.77.205.62:8087/rtp/239.253.43.75:5146$组播源
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$订阅源|1280x720
辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8$订阅源
山东体育,http://119.163.199.98:9901/tsfile/live/1003_1.m3u8$订阅源
山东体育,http://111.14.181.15:9901/tsfile/live/1022_1.m3u8$订阅源
山东体育,http://livealone302.iqilu.com/iqilu/typd.m3u8$订阅源
天津体育,http://ha.xushining.com:50000/udp/225.1.1.122:5002$订阅源|1920x1080
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd$订阅源|1920x1080
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8$订阅源|1920x1080
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv$订阅源|1920x1080
睛彩篮球,http://dl.wifi942.com:66/jsyd/jsyd.php?id=HD-8000k-1080P-miguaoyun1$订阅源
风云足球,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.229:80/PLTV/4/224/3221228668/1.m3u8?accountinfo=7Nbs4SAtmisdhfg9u9VfuRylKFo%2FsFe211XeT0tFiPe3sKM6ExysDo0g3A9CbIkx5b%2FFw3kQIXPRRrkOn3II%2B%2Fc0Ta4f4DIFOsGdGiU4JeF8fi9dPYnTHN8Os8jC4LZfFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026024257%2C-1%2C36.156.32.22%2C20241026024257%2CG_FENGSHANGZQ-CQ%2C1734208109853_10%3A13%3A6D%3AA1%3A26%3A38%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000019436166_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_FENGSHANGZQ-CQ%2FG_FENGSHANGZQ-CQ&icpid=88888888&from=5&popid=5&hms_devid=6449&prioritypopid=5$订阅源
风云足球,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_FENGSHANGZQ-CQ$订阅源
风云足球,http://113.57.111.4:1111/tsfile/live/1033_1.m3u8$订阅源
足球频道,http://123.56.129.203:2244/rtp/225.1.8.249:4120$北京电信组播源
魅力足球,http://z.b.bkpcp.top/m.php?id=mlzq$订阅源|1920x1080
天元围棋,http://122.9.151.210:8088/rtp/238.255.2.7:5999$组播源
天元围棋,http://122.9.151.210:6209/rtp/238.255.2.7:5999$组播源
天元围棋,http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_TIANYUANWQ/G_TIANYUANWQ.m3u8$订阅源
快乐垂钓,http://220.249.114.102:9901/tsfile/live/1021_1.m3u8$订阅源
快乐垂钓,http://220.249.114.102:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
JJ斗地主,http://live.iill.top/bilibili.php?id=22021983$订阅源
JJ斗地主,https://live.iill.top/bilibili/22021983$订阅源
JJ斗地主,http://live.iill.top/douyu.php?id=488743$订阅源

🏛经典剧场,#genre#
笑傲江湖,https://vip.ffzy-play7.com/20221129/7696_58fbd289/index.m3u8$订阅源
笑傲江湖,http://live.iill.top/huya.php?id=23865142$订阅源
天龙八部,http://live.iill.top/huya.php?id=23903123$订阅源
鹿鼎记,http://huanqiuzhibo.cn/manifest/huya.php?id=23865080$订阅源
仙剑奇侠传,http://jiaojirentv.top/2020/yy.php?id=1382749903$订阅源|1280x720
三国演义,https://live.metshop.top/huya/11602081$订阅源|1280x720
三国演义,https://live.metshop.top/yy/1354936241$订阅源|1280x720
新白娘子传奇,https://live.metshop.top/yy/1354490667$订阅源|1280x720
封神榜,http://huanqiuzhibo.cn/manifest/huya.php?id=23749096$订阅源
上海滩,https://live.metshop.top/yy/1382745184$订阅源|1280x720
射雕英雄传,http://huanqiuzhibo.cn/manifest/huya.php?id=23824164$订阅源
